【整租】窝趣 文一路 杭州莫干山路店,文一路,2600-3200,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfnWbkPHDLPHEzP1bvnWP3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHEYPW0Ynj9OrHnLPjnkTEDzrHTdnH0dPjcLrHmznkDdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1cKnE7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPHnQP1mOPH0LPWcdPW9KnTDQnHczrjCznjTkg1EknjTKnEDQuj-hnH-BPzdbrARbsHEzrADVmHmzPzY1n1bLmHnznWTznjDKnWN1n1NdnWTkrH0vrHDzTHcdn1ndPHcknjb1n19OP9DKPjc3n9DLrEDQsWTKTiYKTE7CIZwkrBtfpZC8PH98mvqVsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYznjTkg1EknjTKTHcQra3OPa3dra3QrHEKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTyR6myE1nARhsyE3m1DVPjndrad6rH03sHmQuWEYuhE3ujPhrTDzm19duyczPAu-nAn3n1m1&tid=eaad30ef-d8c1-4358-a978-61f44fd8d3f8
【合租】湘湖 金地天逸 4室主卧,金地天逸,2050,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1N1PWm1njbvnjn1rHP3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHD3n1b1PjmdnjT3PWELTED1PHnvPWnkrHmkn1nOnkDdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1cKn97AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHnLnHbzPjE3nj9KnTDQnHczrjCznjTkg1EknjTKnEDknAc1m10QnadWujIbsHwhm1DVrj9kPBYQmWP6PWEYuAPbuWcKnWNYn1cYnjDzrH0knjT3THcdPjnzPjTQnWbdrj0zrTDKPjc3n9DLrEDQsWTKTiYKTE7CIZwkrBtfpZC8PH98mvqVsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYznjTkg1EknjTKTHcQra3OPa3dra3QrHEKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTHP-mW6Wrj0ksHcvuW9VPAPWnad6rjTYsHnYPWNOujEkrAE1rTDQrHRWmyD3PHbQPA7BuyF6&tid=3eb8c870-26f8-4cc0-a804-34659d408d38
【整租】米柚公寓 申花 米柚西橙店,申花,3200-3600,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NkPH9Ln19YrHN3nH63sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHNYnHnYn1bOP1mdnW0QTED1PHTdrj01rjEOPH9QrTDdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1cKnk7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbOP1m3nHmYPWc3P1cKnTDQnHczrjCznjTkg1EknjTKnEDdnhnzmWRbuid-ujmdsHwhPjnVrjmLPBYOuWKhmhmYPjbvnHTKnWNQrjm1PjEYnjmLn1NzTHcdnH9vn1EYPjTdnjbvnTDKPjc3n9DLrEDQsWTKTiYKTE7CIZwkrBtfpZC8PH98mvqVsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYznjTkg1EknjTKTHcQra3OPa3dra3QrHEKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTHcLnjcYPjmvsyEYPj0VPj6Wmzd6rAnYsHDzrHm3PAn1mWTdm97WuWT3uhw6Pjc3rHmznWm1&tid=27024466-d447-48cc-a8c4-129684c3b05b
【整租】火车东站 东亚新干线 2室1厅,东亚新干线,4000,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1EOrj93nW0OrHN1nWF3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHEYPW0Ynj9Lrjn3nWnkTED1Pjb3rj9zP1bOPHnzn9DdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1cKPT7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHnLnHn3PHmdnW9KnTDQnHczrjCznjTkg1EknjTKnE76PAnQmynLridBPWm1sHEzmW0VrH0Ynzd6rjNOP1-BrHcduHDKnWNQn1TYnHmknj0dP19YTHcdnHnkPjDvnjTvnjEzPTDKPjc3n9DLrEDQsWTKTiYKTE7CIZwkrBtfpZC8PH98mvqVsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYznjTkg1EknjTKTHcQra3OPa3dra3QrHEKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTHNvPjwBuAmLsH7-mHTVPARWraYOmHb3sHTvPvw-rH91PhmkrEDYPHnzuyD3PW9QuHckuW6W&tid=5644bdf7-1ea0-4ec8-9a98-067de9836f09
【整租】火车东站 尚铁大厦 1室1厅,尚铁大厦,3000,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NQPHEOn1E3nWmdPHw3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHEYPW0Ynj9Onj93njczTED1PHDdPjb1Pj9zPWNdPTDdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1cKPE7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHnLnHcOPjnQnHcKnTDQnHczrjCznjTkg1EknjTKnED1ujE3uhcLuiY3nHbzsHEzrH0VmyFhnzdbmWEvnjIWPHKWmHNKnWNzPWn1njDYP1ndrHTYTHcdnWm1n1TQPj0zPHmYrTDKPjc3n9DLrEDQsWTKTiYKTE7CIZwkrBtfpZC8PH98mvqVsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYznjTkg1EknjTKTHcQra3OPa3dra3QrHEKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTH9OnvEYPW7BsHNkPjEVPjm1uidBPAE1syPWnH91nvuWmHTdPED3PAmOPHFhrHczPAFbuhwW&tid=893d461b-5044-463e-b4d3-cc1833fca055
【整租】北干 萧山人民广场地铁 1室1厅,萧山人民广场地铁,2700,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NznWDkP1T1PHbOrjK3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHEYPW0Ynj9Onj93njczTED1PHcznHTLnjndrHb3nTDdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1cKP97AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHnLnHcOPjnQnHcKnTDQnHczrjCznjTkg1EknjTKnE7-PHFhP1TvradWrANQsHEkP1NVrHDzPBYdm1bznjDznHDvnvDKnWN1nHmznjb3rHbLnW9kTHcdn1DvnWTOrjb3n1bdn9DKPjc3n9DLrEDQsWTKTiYKTE7CIZwkrBtfpZC8PH98mvqVsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYznjTkg1EknjTKTHcQra3OPa3dra3QrHEKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTHw6PvnQPWN1sHFBnAnVPj9dmidBmyFWsHNduHTdmWIBmhNzmEDYujNLnWwbnjNzPHcOmH-W&tid=4a7c1653-2b0c-485a-babc-55e05b7bbe2a
【合租】区政府 倾城之恋 6室次卧,倾城之恋,2230,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1NYnHb3Pj01nWb3PjF3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHEYPW0YPHTYPj0OPHDkTED1PHEQrH9YP1nzrH9Yn9DdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1cKPk7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHnLnHcQrH0vPWEKnTDQnHczrjCznjTkg1EknjTKnEDduyFBPhPbradWmWb3sHEYnWmVmycLnaYkuHKBuWcLn1EdPAEKnWNYP1Nzn1DYP1bkrHckTHcdPj0dnWnQPj0LPHNvrTDKPjc3n9DLrEDQsWTKTiYKTE7CIZwkrBtfpZC8PH98mvqVsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYznjTkg1EknjTKTHcQra3OPa3dra3QrHEKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTH7BmHbQmvNOsH66mH0VPjDOmiY3ujcdsH0duHRbmhNdmhD1P9DLPA7-myDYnjDkP1TkPh7b&tid=1ba91ce9-8aa7-419a-8d25-75e5dbe5ba36
【合租】复兴 山南人家 3室主卧,山南人家,2090,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1N1rHb1PWN1nWc3nW63sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHE3PHmvrHcznHbLnWmOTED1PHnOrHnvPHnznW9zrTDdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1cKrT7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHnLnHbvnHbdrHcKnTDQnHczrjCznjTkg1EknjTKnEDLmWIbuW03miYLujDdsHwBuyEVrAnzuiYLPWTzmyR-nANvnW0KnWNYPH93PjN3P1TkrjT3THcdPjN3rjEdrjm3PHEYrTDKPjc3n9DLrEDQsWTKTiYKTE7CIZwkrBtfpZC8PH98mvqVsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYznjTkg1EknjTKTHcQra3OPa3dra3QrHEKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTyEOuHnvrHTzsHFBnyDVPAFBuadBm1wWsynLP1nYnjNOn1T3nkDdmHEvrj-hmhm3mHPBuycQ&tid=d9e36902-2b1a-4bbd-bc4c-c77340593083
【合租】长河 春波东苑 4室主卧,春波东苑,2070,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1N1rHbYn10vrHNkPjP3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHE3PHmvrHcznHbLnWmOTED1PHnOrHE1P1mOPHTYnkDdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1cKrE7AEzdkmzd_pgPYUARhITDQTHDKTiYQTEDzPjbQnHnLnHbvnHbdrHcKnTDQnHczrjCznjTkg1EknjTKnE7huj6bPvmOniYYnH-hsHEznHEVmH6hmiY3nAE3ryc1n16brHNKnWNYPH9OnjnLPW0zPj9kTHcdPjN3rHT1P1mdnjbdn9DKPjc3n9DLrEDQsWTKTiYKTE7CIZwkrBtfpZC8PH98mvqVsLKGUMK6pyIfUhIOIiqkUBtQs1qVpyOk0h-WuHYznjTkg1EknjTKTHcQra3OPa3dra3QrHEKnT78IyQ_THD8nTDYnW9zTgVqTHDknjTvTHndm1ELnyNzsHTOnjEVPj7hmzd6uWFBsH7hPvm1P1ELnWT3n9D3myw-myF-PvNOnAuWn1Tz&tid=35c471e2-0904-41fc-af2b-1f7f37472082
【合租】天水 皇亲苑 4室次卧,皇亲苑,2190,http://bj.58.com///legoclick.58.com/cpaclick?target=pZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNfn1N1rHb1PW9QnjTOnWP3sMPCIAd_TyEVPWPhnHRbmWEVmW9zPzYYnhEzsyD1m1mVnh7brHE3uHDYnj0OTHE3PHmvrHcznHbLnWmOTED1PHnOrHnvrjDknjbznkDdnjTknjTKPHTknjTkTH0knHnYTH0OTHDdn1mLnHbzPj93n1cKnHTKwbnV0AnVUA-1IAQ-uMEKnEDQTEDVnEDKnWEOnHD1P1DOPWDOPHbzTHTKnHDznW9lnWTkn7tYnjTkTHDKP1mYP1IWPWbVPyE3uaYYryPBsHb1ujcVrjPBuWNkuH6-PhFhTHcdPjN3rjE3njbQrjNYPTDzPHEdrj9YrjTOnjnQrjEKTHEzrjcKP1bKni3kTEDVTEDKpZwY0jCfsv6lsWN3shPfUiqkpyOkmy-MUvOMXgNf0A3fnit4Uy-80ZFGmvNqnWTkn7tYnjTkTEDznH98rHE8PH98nHbYTHTKUMR_UTDQsWTKPjc3n97exEDQnjTkP9Dzuy7huWP6mzdbPj7-sHEzPyDVmW9YuiYYuhcLmW-6PjwWm1nKm1FbuHcvujw6uWTdnW-bPT&tid=2eaff3ac-d41e-425a-b84e-4fb7b9a44cc3
